dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_bin,atemp_bin,hum_bin,windspeed_bin
2012-01-10,Springer,2012,January,2AM,No,Tuesday,Weekday,Mist,9.02,11.365,87.0,11.0014,2,2,4,Cold,Cold,Very High,Very Low
2012-01-10,Springer,2012,January,4AM,No,Tuesday,Weekday,Mist,8.200000000000001,10.605,86.0,11.0014,0,4,4,Very Cold,Cold,Very High,Very Low
2012-01-10,Springer,2012,January,5AM,No,Tuesday,Weekday,Clear,16.400000000000002,20.455000000000002,47.0,15.001299999999999,0,23,23,Cold,Normal,Normal,Low
2012-01-10,Springer,2012,January,6AM,No,Tuesday,Weekday,Mist,7.38,9.09,93.0,12.998000000000001,0,79,79,Very Cold,Very Cold,Very High,Low
2012-01-10,Springer,2012,January,7AM,No,Tuesday,Weekday,Mist,7.38,9.85,93.0,11.0014,3,219,222,Very Cold,Very Cold,Very High,Very Low
2012-01-10,Springer,2012,January,8AM,No,Tuesday,Weekday,Mist,7.38,9.85,93.0,11.0014,6,465,471,Very Cold,Very Cold,Very High,Very Low
2012-01-10,Springer,2012,January,9AM,No,Tuesday,Weekday,Mist,7.38,9.85,93.0,11.0014,11,184,195,Very Cold,Very Cold,Very High,Very Low
2012-01-10,Springer,2012,January,10AM,No,Tuesday,Weekday,Mist,7.38,9.85,93.0,11.0014,3,80,83,Very Cold,Very Cold,Very High,Very Low
2012-01-10,Springer,2012,January,11AM,No,Tuesday,Weekday,Clear,17.22,21.21,38.0,19.999499999999998,8,93,101,Normal,Normal,Low,Low
2012-01-10,Springer,2012,January,12PM,No,Tuesday,Weekday,Clear,17.22,21.21,38.0,19.999499999999998,13,127,140,Normal,Normal,Low,Low
2012-01-10,Springer,2012,January,1PM,No,Tuesday,Weekday,Clear,17.22,21.21,38.0,19.999499999999998,15,163,178,Normal,Normal,Low,Low
2012-01-10,Springer,2012,January,2PM,No,Tuesday,Weekday,Clear,17.22,21.21,38.0,19.999499999999998,10,96,106,Normal,Normal,Low,Low
2012-01-10,Springer,2012,January,3PM,No,Tuesday,Weekday,Clear,17.22,21.21,38.0,19.999499999999998,17,119,136,Normal,Normal,Low,Low
2012-01-10,Springer,2012,January,4PM,No,Tuesday,Weekday,Clear,17.22,21.21,38.0,23.9994,15,225,240,Normal,Normal,Low,Normal
2012-01-10,Springer,2012,January,5PM,No,Tuesday,Weekday,Clear,17.22,21.21,38.0,16.997899999999998,14,446,460,Normal,Normal,Low,Low
2012-01-10,Springer,2012,January,6PM,No,Tuesday,Weekday,Clear,16.400000000000002,20.455000000000002,40.0,7.0015,13,372,385,Cold,Normal,Low,Very Low
2012-01-10,Springer,2012,January,7PM,No,Tuesday,Weekday,Clear,15.58,19.695,46.0,7.0015,11,270,281,Cold,Cold,Normal,Very Low
2012-01-10,Springer,2012,January,8PM,No,Tuesday,Weekday,Clear,13.940000000000001,17.424999999999997,53.0,7.0015,10,190,200,Cold,Cold,Normal,Very Low
2012-01-10,Springer,2012,January,9PM,No,Tuesday,Weekday,Clear,13.120000000000001,16.665,66.0,6.0032,7,109,116,Cold,Cold,High,Very Low
2012-01-10,Springer,2012,January,10PM,No,Tuesday,Weekday,Clear,12.299999999999999,15.15,70.0,6.0032,10,104,114,Cold,Cold,High,Very Low
2012-01-10,Springer,2012,January,11PM,No,Tuesday,Weekday,Clear,10.66,13.635,81.0,7.0015,3,38,41,Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,12AM,No,Wednesday,Weekday,Clear,10.66,15.15,81.0,0.0,2,26,28,Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,1AM,No,Wednesday,Weekday,Clear,9.84,12.879999999999999,87.0,6.0032,1,6,7,Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,2AM,No,Wednesday,Weekday,Clear,8.200000000000001,10.605,85.0,11.0014,0,5,5,Very Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,3AM,No,Wednesday,Weekday,Clear,9.02,13.635,80.0,0.0,0,4,4,Cold,Cold,High,Very Low
2012-01-11,Springer,2012,January,4AM,No,Wednesday,Weekday,Clear,8.200000000000001,10.605,80.0,8.9981,0,2,2,Very Cold,Cold,High,Very Low
2012-01-11,Springer,2012,January,5AM,No,Wednesday,Weekday,Clear,8.200000000000001,10.605,80.0,8.9981,0,22,22,Very Cold,Cold,High,Very Low
2012-01-11,Springer,2012,January,6AM,No,Wednesday,Weekday,Clear,8.200000000000001,10.605,86.0,8.9981,2,72,74,Very Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,7AM,No,Wednesday,Weekday,Clear,8.200000000000001,10.605,80.0,8.9981,9,247,256,Very Cold,Cold,High,Very Low
2012-01-11,Springer,2012,January,8AM,No,Wednesday,Weekday,Clear,8.200000000000001,11.365,82.0,7.0015,11,488,499,Very Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,9AM,No,Wednesday,Weekday,Mist,8.200000000000001,10.605,86.0,8.9981,7,218,225,Very Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,10AM,No,Wednesday,Weekday,Mist,9.84,12.120000000000001,87.0,8.9981,13,84,97,Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,11AM,No,Wednesday,Weekday,Mist,10.66,14.395,87.0,6.0032,9,90,99,Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,12PM,No,Wednesday,Weekday,Light Snow,12.299999999999999,16.665,81.0,0.0,4,51,55,Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,1PM,No,Wednesday,Weekday,Light Snow,13.120000000000001,17.424999999999997,76.0,0.0,8,57,65,Cold,Cold,High,Very Low
2012-01-11,Springer,2012,January,2PM,No,Wednesday,Weekday,Light Snow,13.120000000000001,16.665,81.0,7.0015,3,70,73,Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,3PM,No,Wednesday,Weekday,Mist,13.940000000000001,17.424999999999997,87.0,6.0032,6,73,79,Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,4PM,No,Wednesday,Weekday,Mist,13.940000000000001,15.909999999999998,87.0,16.997899999999998,6,112,118,Cold,Cold,Very High,Low
2012-01-11,Springer,2012,January,5PM,No,Wednesday,Weekday,Light Snow,13.940000000000001,15.909999999999998,87.0,15.001299999999999,6,128,134,Cold,Cold,Very High,Low
2012-01-11,Springer,2012,January,6PM,No,Wednesday,Weekday,Light Snow,13.940000000000001,16.665,87.0,12.998000000000001,2,96,98,Cold,Cold,Very High,Low
2012-01-11,Springer,2012,January,7PM,No,Wednesday,Weekday,Light Snow,13.120000000000001,15.15,93.0,15.001299999999999,1,92,93,Cold,Cold,Very High,Low
2012-01-11,Springer,2012,January,8PM,No,Wednesday,Weekday,Light Snow,13.120000000000001,15.909999999999998,93.0,11.0014,2,55,57,Cold,Cold,Very High,Very Low
2012-01-11,Springer,2012,January,9PM,No,Wednesday,Weekday,Light Snow,13.940000000000001,15.909999999999998,87.0,15.001299999999999,0,29,29,Cold,Cold,Very High,Low
2012-01-11,Springer,2012,January,10PM,No,Wednesday,Weekday,Light Snow,13.940000000000001,16.665,87.0,12.998000000000001,0,49,49,Cold,Cold,Very High,Low
2012-01-11,Springer,2012,January,11PM,No,Wednesday,Weekday,Light Snow,13.940000000000001,15.909999999999998,87.0,15.001299999999999,0,9,9,Cold,Cold,Very High,Low
2012-01-12,Springer,2012,January,12AM,No,Thursday,Weekday,Light Snow,13.940000000000001,16.665,93.0,12.998000000000001,0,3,3,Cold,Cold,Very High,Low
2012-01-12,Springer,2012,January,1AM,No,Thursday,Weekday,Light Snow,14.76,17.424999999999997,93.0,12.998000000000001,0,3,3,Cold,Cold,Very High,Low
2012-01-12,Springer,2012,January,2AM,No,Thursday,Weekday,Light Snow,14.76,17.424999999999997,93.0,16.997899999999998,1,1,2,Cold,Cold,Very High,Low
2012-01-12,Springer,2012,January,3AM,No,Thursday,Weekday,Light Snow,14.76,17.424999999999997,93.0,16.997899999999998,0,3,3,Cold,Cold,Very High,Low
2012-01-12,Springer,2012,January,4AM,No,Thursday,Weekday,Light Snow,14.76,17.424999999999997,93.0,12.998000000000001,0,2,2,Cold,Cold,Very High,Low
2012-01-12,Springer,2012,January,5AM,No,Thursday,Weekday,Light Snow,13.940000000000001,17.424999999999997,93.0,6.0032,0,16,16,Cold,Cold,Very High,Very Low
2012-01-12,Springer,2012,January,6AM,No,Thursday,Weekday,Light Snow,14.76,17.424999999999997,93.0,8.9981,1,88,89,Cold,Cold,Very High,Very Low
2012-01-12,Springer,2012,January,7AM,No,Thursday,Weekday,Mist,13.940000000000001,15.909999999999998,87.0,19.0012,2,218,220,Cold,Cold,Very High,Low
2012-01-12,Springer,2012,January,8AM,No,Thursday,Weekday,Clear,13.120000000000001,15.909999999999998,81.0,12.998000000000001,11,497,508,Cold,Cold,Very High,Low
2012-01-12,Springer,2012,January,9AM,No,Thursday,Weekday,Clear,13.120000000000001,16.665,81.0,7.0015,10,220,230,Cold,Cold,Very High,Very Low
2012-01-12,Springer,2012,January,10AM,No,Thursday,Weekday,Clear,13.940000000000001,17.424999999999997,81.0,7.0015,6,84,90,Cold,Cold,Very High,Very Low
2012-01-12,Springer,2012,January,11AM,No,Thursday,Weekday,Mist,13.940000000000001,17.424999999999997,81.0,7.0015,18,101,119,Cold,Cold,Very High,Very Low
2012-01-12,Springer,2012,January,12PM,No,Thursday,Weekday,Mist,13.940000000000001,17.424999999999997,81.0,7.0015,14,130,144,Cold,Cold,Very High,Very Low
2012-01-12,Springer,2012,January,1PM,No,Thursday,Weekday,Clear,17.22,21.21,77.0,11.0014,13,170,183,Normal,Normal,High,Very Low
2012-01-12,Springer,2012,January,2PM,No,Thursday,Weekday,Clear,17.22,21.21,77.0,11.0014,24,132,156,Normal,Normal,High,Very Low
2012-01-12,Springer,2012,January,3PM,No,Thursday,Weekday,Clear,18.04,21.97,72.0,8.9981,32,156,188,Normal,Normal,High,Very Low
2012-01-12,Springer,2012,January,4PM,No,Thursday,Weekday,Clear,18.86,22.725,67.0,12.998000000000001,33,248,281,Normal,Normal,High,Low
2012-01-12,Springer,2012,January,5PM,No,Thursday,Weekday,Clear,18.86,22.725,63.0,11.0014,23,472,495,Normal,Normal,High,Very Low
2012-01-12,Springer,2012,January,6PM,No,Thursday,Weekday,Clear,18.04,21.97,67.0,12.998000000000001,22,399,421,Normal,Normal,High,Low
2012-01-12,Springer,2012,January,7PM,No,Thursday,Weekday,Mist,17.22,21.21,71.0,11.0014,17,313,330,Normal,Normal,High,Very Low
2012-01-12,Springer,2012,January,8PM,No,Thursday,Weekday,Mist,17.22,21.21,71.0,12.998000000000001,11,229,240,Normal,Normal,High,Low
2012-01-12,Springer,2012,January,9PM,No,Thursday,Weekday,Clear,18.04,21.97,67.0,8.9981,12,162,174,Normal,Normal,High,Very Low
2012-01-12,Springer,2012,January,10PM,No,Thursday,Weekday,Clear,15.58,19.695,76.0,19.999499999999998,12,121,133,Cold,Cold,High,Low
2012-01-12,Springer,2012,January,11PM,No,Thursday,Weekday,Clear,16.400000000000002,20.455000000000002,76.0,22.0028,7,60,67,Cold,Normal,High,Low
2012-01-13,Springer,2012,January,12AM,No,Friday,Weekday,Mist,16.400000000000002,20.455000000000002,71.0,19.0012,4,38,42,Cold,Normal,High,Low
2012-01-13,Springer,2012,January,1AM,No,Friday,Weekday,Mist,15.58,19.695,76.0,19.999499999999998,0,12,12,Cold,Cold,High,Low
2012-01-13,Springer,2012,January,2AM,No,Friday,Weekday,Clear,16.400000000000002,20.455000000000002,76.0,23.9994,1,13,14,Cold,Normal,High,Normal
2012-01-13,Springer,2012,January,3AM,No,Friday,Weekday,Clear,14.76,16.665,87.0,16.997899999999998,3,4,7,Cold,Cold,Very High,Low
2012-01-13,Springer,2012,January,4AM,No,Friday,Weekday,Light Snow,13.120000000000001,14.395,70.0,32.9975,1,2,3,Cold,Cold,High,Normal
2012-01-13,Springer,2012,January,5AM,No,Friday,Weekday,Mist,12.299999999999999,12.120000000000001,70.0,36.9974,0,21,21,Cold,Cold,High,High
2012-01-13,Springer,2012,January,6AM,No,Friday,Weekday,Mist,10.66,12.879999999999999,75.0,15.001299999999999,2,71,73,Cold,Cold,High,Low
2012-01-13,Springer,2012,January,7AM,No,Friday,Weekday,Clear,10.66,12.879999999999999,60.0,15.001299999999999,3,174,177,Cold,Cold,Normal,Low
2012-01-13,Springer,2012,January,8AM,No,Friday,Weekday,Clear,9.84,10.605,52.0,23.9994,11,408,419,Cold,Cold,Normal,Normal
2012-01-13,Springer,2012,January,9AM,No,Friday,Weekday,Clear,9.02,9.85,47.0,26.0027,10,204,214,Cold,Very Cold,Normal,Normal
2012-01-13,Springer,2012,January,10AM,No,Friday,Weekday,Clear,9.84,9.85,44.0,30.002599999999997,2,101,103,Cold,Very Cold,Normal,Normal
2012-01-13,Springer,2012,January,11AM,No,Friday,Weekday,Clear,9.84,9.09,38.0,40.9973,12,102,114,Cold,Very Cold,Low,High
2012-01-13,Springer,2012,January,12PM,No,Friday,Weekday,Clear,9.84,9.85,38.0,32.9975,14,140,154,Cold,Very Cold,Low,Normal
2012-01-13,Springer,2012,January,1PM,No,Friday,Weekday,Clear,10.66,10.605,33.0,35.0008,14,140,154,Cold,Cold,Low,High
2012-01-13,Springer,2012,January,2PM,No,Friday,Weekday,Clear,10.66,10.605,33.0,36.9974,10,119,129,Cold,Cold,Low,High
2012-01-13,Springer,2012,January,3PM,No,Friday,Weekday,Clear,10.66,10.605,33.0,39.000699999999995,15,123,138,Cold,Cold,Low,High
2012-01-13,Springer,2012,January,4PM,No,Friday,Weekday,Clear,11.48,12.120000000000001,30.0,31.0009,18,215,233,Cold,Cold,Low,Normal
2012-01-13,Springer,2012,January,5PM,No,Friday,Weekday,Clear,11.48,12.120000000000001,33.0,27.999299999999998,15,317,332,Cold,Cold,Low,Normal
2012-01-13,Springer,2012,January,6PM,No,Friday,Weekday,Clear,10.66,11.365,38.0,19.999499999999998,7,294,301,Cold,Cold,Low,Low
2012-01-13,Springer,2012,January,7PM,No,Friday,Weekday,Clear,10.66,12.120000000000001,38.0,19.0012,7,199,206,Cold,Cold,Low,Low
2012-01-13,Springer,2012,January,8PM,No,Friday,Weekday,Clear,9.84,12.120000000000001,41.0,11.0014,6,130,136,Cold,Cold,Normal,Very Low
2012-01-13,Springer,2012,January,9PM,No,Friday,Weekday,Clear,9.84,10.605,41.0,19.0012,7,95,102,Cold,Cold,Normal,Low
2012-01-13,Springer,2012,January,10PM,No,Friday,Weekday,Clear,8.200000000000001,9.09,47.0,22.0028,7,58,65,Very Cold,Very Cold,Normal,Low
2012-01-13,Springer,2012,January,11PM,No,Friday,Weekday,Clear,7.38,9.09,47.0,12.998000000000001,5,60,65,Very Cold,Very Cold,Normal,Low
2012-01-14,Springer,2012,January,12AM,No,Saturday,Weekend,Clear,6.5600000000000005,9.09,47.0,7.0015,2,42,44,Very Cold,Very Cold,Normal,Very Low
2012-01-14,Springer,2012,January,1AM,No,Saturday,Weekend,Clear,6.5600000000000005,7.575,47.0,12.998000000000001,6,44,50,Very Cold,Very Cold,Normal,Low
2012-01-14,Springer,2012,January,2AM,No,Saturday,Weekend,Clear,6.5600000000000005,8.334999999999999,47.0,11.0014,6,32,38,Very Cold,Very Cold,Normal,Very Low
2012-01-14,Springer,2012,January,3AM,No,Saturday,Weekend,Clear,5.74,8.334999999999999,54.0,7.0015,6,14,20,Very Cold,Very Cold,Normal,Very Low
2012-01-14,Springer,2012,January,4AM,No,Saturday,Weekend,Clear,5.74,7.575,50.0,8.9981,0,3,3,Very Cold,Very Cold,Normal,Very Low
2012-01-14,Springer,2012,January,5AM,No,Saturday,Weekend,Clear,5.74,7.575,50.0,8.9981,0,4,4,Very Cold,Very Cold,Normal,Very Low
2012-01-14,Springer,2012,January,6AM,No,Saturday,Weekend,Clear,5.74,7.575,50.0,0.0,0,5,5,Very Cold,Very Cold,Normal,Very Low
2012-01-14,Springer,2012,January,7AM,No,Saturday,Weekend,Clear,5.74,7.575,50.0,8.9981,0,24,24,Very Cold,Very Cold,Normal,Very Low
2012-01-14,Springer,2012,January,8AM,No,Saturday,Weekend,Clear,4.92,7.575,54.0,7.0015,3,89,92,Very Cold,Very Cold,Normal,Very Low
2012-01-14,Springer,2012,January,9AM,No,Saturday,Weekend,Clear,5.74,8.334999999999999,50.0,7.0015,3,78,81,Very Cold,Very Cold,Normal,Very Low
2012-01-14,Springer,2012,January,10AM,No,Saturday,Weekend,Clear,6.5600000000000005,11.365,47.0,0.0,14,135,149,Very Cold,Cold,Normal,Very Low
2012-01-14,Springer,2012,January,11AM,No,Saturday,Weekend,Clear,8.200000000000001,9.85,40.0,12.998000000000001,28,150,178,Very Cold,Very Cold,Low,Low
2012-01-14,Springer,2012,January,12PM,No,Saturday,Weekend,Clear,9.02,10.605,41.0,16.997899999999998,30,189,219,Cold,Cold,Normal,Low
2012-01-14,Springer,2012,January,1PM,No,Saturday,Weekend,Clear,9.02,10.605,44.0,19.0012,38,182,220,Cold,Cold,Normal,Low
2012-01-14,Springer,2012,January,2PM,No,Saturday,Weekend,Clear,9.84,10.605,41.0,19.999499999999998,52,179,231,Cold,Cold,Normal,Low
2012-01-14,Springer,2012,January,3PM,No,Saturday,Weekend,Clear,9.84,10.605,38.0,19.999499999999998,49,177,226,Cold,Cold,Low,Low
2012-01-14,Springer,2012,January,4PM,No,Saturday,Weekend,Clear,9.84,11.365,38.0,15.001299999999999,28,178,206,Cold,Cold,Low,Low
2012-01-14,Springer,2012,January,5PM,No,Saturday,Weekend,Clear,9.84,11.365,41.0,16.997899999999998,15,129,144,Cold,Cold,Normal,Low
2012-01-14,Springer,2012,January,6PM,No,Saturday,Weekend,Clear,9.02,11.365,41.0,12.998000000000001,21,122,143,Cold,Cold,Normal,Low
2012-01-14,Springer,2012,January,7PM,No,Saturday,Weekend,Clear,8.200000000000001,9.85,47.0,15.001299999999999,12,90,102,Very Cold,Very Cold,Normal,Low
2012-01-14,Springer,2012,January,8PM,No,Saturday,Weekend,Clear,8.200000000000001,9.85,44.0,16.997899999999998,8,95,103,Very Cold,Very Cold,Normal,Low
2012-01-14,Springer,2012,January,9PM,No,Saturday,Weekend,Clear,7.38,8.334999999999999,43.0,16.997899999999998,3,66,69,Very Cold,Very Cold,Normal,Low
2012-01-14,Springer,2012,January,10PM,No,Saturday,Weekend,Clear,6.5600000000000005,6.819999999999999,47.0,23.9994,4,62,66,Very Cold,Very Cold,Normal,Normal
2012-01-14,Springer,2012,January,11PM,No,Saturday,Weekend,Clear,6.5600000000000005,7.575,47.0,15.001299999999999,5,71,76,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,12AM,No,Sunday,Weekend,Clear,6.5600000000000005,6.819999999999999,47.0,22.0028,9,50,59,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,1AM,No,Sunday,Weekend,Mist,6.5600000000000005,6.819999999999999,47.0,19.999499999999998,2,40,42,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,2AM,No,Sunday,Weekend,Mist,6.5600000000000005,6.819999999999999,47.0,19.0012,5,38,43,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,3AM,No,Sunday,Weekend,Mist,6.5600000000000005,6.819999999999999,48.0,26.0027,1,24,25,Very Cold,Very Cold,Normal,Normal
2012-01-15,Springer,2012,January,4AM,No,Sunday,Weekend,Mist,6.5600000000000005,6.819999999999999,47.0,26.0027,1,5,6,Very Cold,Very Cold,Normal,Normal
2012-01-15,Springer,2012,January,5AM,No,Sunday,Weekend,Mist,6.5600000000000005,6.819999999999999,47.0,22.0028,0,5,5,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,6AM,No,Sunday,Weekend,Mist,5.74,6.0600000000000005,50.0,19.0012,1,7,8,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,7AM,No,Sunday,Weekend,Clear,4.92,6.0600000000000005,54.0,19.0012,3,14,17,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,8AM,No,Sunday,Weekend,Clear,4.92,6.0600000000000005,54.0,15.001299999999999,2,34,36,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,9AM,No,Sunday,Weekend,Clear,4.92,6.819999999999999,54.0,12.998000000000001,10,80,90,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,10AM,No,Sunday,Weekend,Clear,5.74,6.0600000000000005,54.0,19.0012,11,115,126,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,11AM,No,Sunday,Weekend,Clear,6.5600000000000005,7.575,47.0,15.001299999999999,21,144,165,Very Cold,Very Cold,Normal,Low
2012-01-15,Springer,2012,January,12PM,No,Sunday,Weekend,Clear,7.38,8.334999999999999,40.0,19.999499999999998,42,192,234,Very Cold,Very Cold,Low,Low
2012-01-15,Springer,2012,January,1PM,No,Sunday,Weekend,Clear,8.200000000000001,9.09,34.0,19.0012,40,184,224,Very Cold,Very Cold,Low,Low
2012-01-15,Springer,2012,January,2PM,No,Sunday,Weekend,Clear,8.200000000000001,9.09,32.0,23.9994,25,163,188,Very Cold,Very Cold,Low,Normal
2012-01-15,Springer,2012,January,3PM,No,Sunday,Weekend,Clear,9.02,11.365,27.0,12.998000000000001,33,173,206,Cold,Cold,Low,Low
2012-01-15,Springer,2012,January,4PM,No,Sunday,Weekend,Clear,9.02,10.605,28.999999999999996,19.999499999999998,31,174,205,Cold,Cold,Low,Low
2012-01-15,Springer,2012,January,5PM,No,Sunday,Weekend,Clear,9.02,10.605,25.0,16.997899999999998,15,131,146,Cold,Cold,Low,Low
2012-01-15,Springer,2012,January,6PM,No,Sunday,Weekend,Clear,7.38,9.09,28.999999999999996,15.001299999999999,7,113,120,Very Cold,Very Cold,Low,Low
2012-01-15,Springer,2012,January,7PM,No,Sunday,Weekend,Clear,6.5600000000000005,8.334999999999999,37.0,11.0014,9,101,110,Very Cold,Very Cold,Low,Very Low
2012-01-15,Springer,2012,January,8PM,No,Sunday,Weekend,Clear,6.5600000000000005,9.09,37.0,7.0015,10,85,95,Very Cold,Very Cold,Low,Very Low
2012-01-15,Springer,2012,January,9PM,No,Sunday,Weekend,Clear,6.5600000000000005,8.334999999999999,40.0,11.0014,1,71,72,Very Cold,Very Cold,Low,Very Low
2012-01-15,Springer,2012,January,10PM,No,Sunday,Weekend,Clear,7.38,10.605,37.0,6.0032,2,58,60,Very Cold,Cold,Low,Very Low
2012-01-15,Springer,2012,January,11PM,No,Sunday,Weekend,Clear,6.5600000000000005,9.85,43.0,6.0032,3,26,29,Very Cold,Very Cold,Normal,Very Low
2012-01-16,Springer,2012,January,12AM,Yes,Monday,Weekend,Clear,5.74,7.575,46.0,8.9981,2,23,25,Very Cold,Very Cold,Normal,Very Low
2012-01-16,Springer,2012,January,1AM,Yes,Monday,Weekend,Clear,5.74,8.334999999999999,43.0,7.0015,2,18,20,Very Cold,Very Cold,Normal,Very Low
2012-01-16,Springer,2012,January,2AM,Yes,Monday,Weekend,Clear,5.74,10.605,46.0,0.0,3,14,17,Very Cold,Cold,Normal,Very Low
2012-01-16,Springer,2012,January,3AM,Yes,Monday,Weekend,Clear,4.92,9.85,50.0,0.0,0,3,3,Very Cold,Very Cold,Normal,Very Low
2012-01-16,Springer,2012,January,4AM,Yes,Monday,Weekend,Clear,4.92,7.575,57.99999999999999,7.0015,2,6,8,Very Cold,Very Cold,Normal,Very Low
2012-01-16,Springer,2012,January,5AM,Yes,Monday,Weekend,Clear,4.92,8.334999999999999,54.0,6.0032,1,5,6,Very Cold,Very Cold,Normal,Very Low
2012-01-16,Springer,2012,January,6AM,Yes,Monday,Weekend,Clear,4.1000000000000005,6.819999999999999,54.0,6.0032,0,13,13,Very Cold,Very Cold,Normal,Very Low
2012-01-16,Springer,2012,January,7AM,Yes,Monday,Weekend,Clear,4.1000000000000005,6.819999999999999,54.0,7.0015,5,28,33,Very Cold,Very Cold,Normal,Very Low
2012-01-16,Springer,2012,January,8AM,Yes,Monday,Weekend,Clear,4.1000000000000005,6.0600000000000005,57.99999999999999,11.0014,3,75,78,Very Cold,Very Cold,Normal,Very Low
2012-01-16,Springer,2012,January,9AM,Yes,Monday,Weekend,Clear,4.1000000000000005,6.0600000000000005,57.99999999999999,11.0014,7,89,96,Very Cold,Very Cold,Normal,Very Low
2012-01-16,Springer,2012,January,10AM,Yes,Monday,Weekend,Mist,5.74,6.819999999999999,59.0,12.998000000000001,19,107,126,Very Cold,Very Cold,Normal,Low
2012-01-16,Springer,2012,January,11AM,Yes,Monday,Weekend,Clear,6.5600000000000005,7.575,59.0,16.997899999999998,21,158,179,Very Cold,Very Cold,Normal,Low
2012-01-16,Springer,2012,January,12PM,Yes,Monday,Weekend,Clear,8.200000000000001,9.09,55.00000000000001,22.0028,20,165,185,Very Cold,Very Cold,Normal,Low
2012-01-16,Springer,2012,January,1PM,Yes,Monday,Weekend,Mist,9.84,9.85,41.0,27.999299999999998,26,202,228,Cold,Very Cold,Normal,Normal
2012-01-16,Springer,2012,January,2PM,Yes,Monday,Weekend,Clear,9.84,10.605,44.0,26.0027,23,158,181,Cold,Cold,Normal,Normal
2012-01-16,Springer,2012,January,3PM,Yes,Monday,Weekend,Clear,10.66,10.605,44.0,30.002599999999997,17,175,192,Cold,Cold,Normal,Normal
2012-01-16,Springer,2012,January,4PM,Yes,Monday,Weekend,Clear,10.66,11.365,44.0,23.9994,22,158,180,Cold,Cold,Normal,Normal
2012-01-16,Springer,2012,January,5PM,Yes,Monday,Weekend,Clear,10.66,11.365,48.0,22.0028,19,174,193,Cold,Cold,Normal,Low
2012-01-16,Springer,2012,January,6PM,Yes,Monday,Weekend,Clear,10.66,11.365,52.0,22.0028,6,175,181,Cold,Cold,Normal,Low
2012-01-16,Springer,2012,January,7PM,Yes,Monday,Weekend,Clear,10.66,12.120000000000001,56.00000000000001,19.0012,10,134,144,Cold,Cold,Normal,Low
2012-01-16,Springer,2012,January,8PM,Yes,Monday,Weekend,Clear,10.66,12.120000000000001,60.0,19.0012,2,88,90,Cold,Cold,Normal,Low
2012-01-16,Springer,2012,January,9PM,Yes,Monday,Weekend,Clear,11.48,12.879999999999999,52.0,22.0028,3,46,49,Cold,Cold,Normal,Low
2012-01-16,Springer,2012,January,10PM,Yes,Monday,Weekend,Mist,12.299999999999999,13.635,49.0,23.9994,4,39,43,Cold,Cold,Normal,Normal
2012-01-16,Springer,2012,January,11PM,Yes,Monday,Weekend,Light Snow,10.66,11.365,70.0,19.999499999999998,0,28,28,Cold,Cold,High,Low
2012-01-17,Springer,2012,January,12AM,No,Tuesday,Weekday,Mist,10.66,11.365,70.0,22.0028,0,12,12,Cold,Cold,High,Low
2012-01-17,Springer,2012,January,1AM,No,Tuesday,Weekday,Mist,11.48,12.879999999999999,65.0,23.9994,0,2,2,Cold,Cold,High,Normal
2012-01-17,Springer,2012,January,2AM,No,Tuesday,Weekday,Light Snow,11.48,13.635,75.0,16.997899999999998,0,12,12,Cold,Cold,High,Low
2012-01-17,Springer,2012,January,4AM,No,Tuesday,Weekday,Light Snow,13.120000000000001,15.15,66.0,22.0028,0,2,2,Cold,Cold,High,Low
2012-01-17,Springer,2012,January,5AM,No,Tuesday,Weekday,Light Snow,13.120000000000001,15.15,66.0,22.0028,0,13,13,Cold,Cold,High,Low
2012-01-17,Springer,2012,January,6AM,No,Tuesday,Weekday,Light Snow,12.299999999999999,14.395,75.0,16.997899999999998,0,57,57,Cold,Cold,High,Low
2012-01-17,Springer,2012,January,7AM,No,Tuesday,Weekday,Light Snow,12.299999999999999,14.395,81.0,15.001299999999999,5,121,126,Cold,Cold,Very High,Low
